  Yr, Mn,    Date,      Date,     CO2,seasonally,        fit,  seasonally,      CO2, seasonally, Sta
    ,   ,        ,          ,        ,  adjusted,           ,adjusted fit,   filled,adjusted filled,
    ,   ,   Excel,          ,   [ppm],    [ppm] ,      [ppm],    [ppm],       [ppm],    [ppm],
1958,1,21200,1958.0411,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99, MLO
1958,2,21231,1958.126,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99, MLO
1958,3,21259,1958.2027,315.71,314.43,316.2,314.91,315.71,314.43, MLO
1958,4,21290,1958.2877,317.45,315.15,317.31,314.99,317.45,315.15, MLO
1958,5,21320,1958.3699,317.51,314.69,317.89,315.07,317.51,314.69, MLO
1958,6,21351,1958.4548,-99.99,-99.99,317.27,315.15,317.27,315.15, MLO
1958,7,21381,1958.537,315.87,315.2,315.86,315.22,315.87,315.2, MLO
1958,8,21412,1958.6219,314.93,316.22,313.96,315.29,314.93,316.22, MLO
1958,9,21443,1958.7068,313.21,316.12,312.43,315.35,313.21,316.12, MLO
1958,10,21473,1958.789,-99.99,-99.99,312.42,315.41,312.42,315.41, MLO
1958,11,21504,1958.874,313.33,315.21,313.6,315.46,313.33,315.21, MLO
1958,12,21534,1958.9562,314.67,315.44,314.77,315.52,314.67,315.44, MLO
1959,1,21565,1959.0411,315.58,315.52,315.64,315.58,315.58,315.52, MLO
1959,2,21596,1959.126,316.49,315.84,316.3,315.64,316.49,315.84, MLO
1959,3,21624,1959.2027,316.65,315.37,317,315.7,316.65,315.37, MLO
1959,4,21655,1959.2877,317.72,315.41,318.1,315.77,317.72,315.41, MLO
1959,5,21685,1959.3699,318.29,315.46,318.68,315.85,318.29,315.46, MLO
1959,6,21716,1959.4548,318.15,316,318.08,315.94,318.15,316, MLO
1959,7,21746,1959.537,316.54,315.87,316.67,316.03,316.54,315.87, MLO
1959,8,21777,1959.6219,314.79,316.1,314.8,316.13,314.79,316.1, MLO
1959,9,21808,1959.7068,313.84,316.76,313.29,316.22,313.84,316.76, MLO
1959,10,21838,1959.789,313.33,316.35,313.31,316.31,313.33,316.35, MLO
1959,11,21869,1959.874,314.81,316.69,314.53,316.4,314.81,316.69, MLO
1959,12,21899,1959.9562,315.58,316.35,315.72,316.48,315.58,316.35, MLO
1960,1,21930,1960.041,316.43,316.37,316.63,316.56,316.43,316.37, MLO
1960,2,21961,1960.1257,316.98,316.33,317.3,316.64,316.98,316.33, MLO
1960,3,21990,1960.2049,317.58,316.27,318.04,316.72,317.58,316.27, MLO
1960,4,22021,1960.2896,319.03,316.69,319.15,316.79,319.03,316.69, MLO
1960,5,22051,1960.3716,320.03,317.19,319.7,316.86,320.03,317.19, MLO
1960,6,22082,1960.4563,319.59,317.45,319.05,316.93,319.59,317.45, MLO
1960,7,22112,1960.5383,318.18,317.53,317.59,316.98,318.18,317.53, MLO
1960,8,22143,1960.623,315.9,317.23,315.66,317.02,315.9,317.23, MLO
1960,9,22174,1960.7077,314.17,317.11,314.1,317.05,314.17,317.11, MLO
1960,10,22204,1960.7896,313.83,316.85,314.08,317.08,313.83,316.85, MLO
1960,11,22235,1960.8743,315,316.89,315.25,317.12,315,316.89, MLO
1960,12,22265,1960.9563,316.19,316.96,316.4,317.16,316.19,316.96, MLO
1961,1,22296,1961.0411,316.89,316.84,317.28,317.21,316.89,316.84, MLO
1961,2,22327,1961.126,317.7,317.05,317.94,317.27,317.7,317.05, MLO
1961,3,22355,1961.2027,318.54,317.25,318.64,317.34,318.54,317.25, MLO
1961,4,22386,1961.2877,319.48,317.15,319.76,317.42,319.48,317.15, MLO
1961,5,22416,1961.3699,320.58,317.73,320.35,317.5,320.58,317.73, MLO
1961,6,22447,1961.4548,319.77,317.61,319.74,317.59,319.77,317.61, MLO
1961,7,22477,1961.537,318.56,317.89,318.33,317.68,318.56,317.89, MLO
1961,8,22508,1961.6219,316.79,318.1,316.43,317.77,316.79,318.1, MLO
1961,9,22539,1961.7068,314.99,317.92,314.9,317.85,314.99,317.92, MLO
1961,10,22569,1961.789,315.31,318.34,314.91,317.93,315.31,318.34, MLO
1961,11,22600,1961.874,316.1,318,316.12,318,316.1,318, MLO
1961,12,22630,1961.9562,317.01,317.78,317.3,318.06,317.01,317.78, MLO
1962,1,22661,1962.0411,317.94,317.88,318.2,318.13,317.94,317.88, MLO
1962,2,22692,1962.126,318.55,317.89,318.86,318.2,318.55,317.89, MLO
1962,3,22720,1962.2027,319.68,318.39,319.57,318.26,319.68,318.39, MLO
1962,4,22751,1962.2877,320.57,318.24,320.67,318.32,320.57,318.24, MLO
1962,5,22781,1962.3699,321.02,318.16,321.25,318.39,321.02,318.16, MLO
1962,6,22812,1962.4548,320.62,318.45,320.6,318.45,320.62,318.45, MLO
1962,7,22842,1962.537,319.62,318.94,319.15,318.51,319.62,318.94, MLO
1962,8,22873,1962.6219,317.4,318.71,317.21,318.56,317.4,318.71, MLO
1962,9,22904,1962.7068,316.24,319.19,315.64,318.61,316.24,319.19, MLO
1962,10,22934,1962.789,315.42,318.46,315.62,318.64,315.42,318.46, MLO
1962,11,22965,1962.874,316.69,318.59,316.8,318.68,316.69,318.59, MLO
1962,12,22995,1962.9562,317.7,318.48,317.96,318.72,317.7,318.48, MLO
1963,1,23026,1963.0411,318.74,318.68,318.83,318.77,318.74,318.68, MLO
1963,2,23057,1963.126,319.07,318.41,319.48,318.81,319.07,318.41, MLO
1963,3,23085,1963.2027,319.86,318.56,320.17,318.86,319.86,318.56, MLO
1963,4,23116,1963.2877,321.38,319.05,321.27,318.91,321.38,319.05, MLO
1963,5,23146,1963.3699,322.24,319.38,321.83,318.97,322.24,319.38, MLO
1963,6,23177,1963.4548,321.49,319.31,321.18,319.02,321.49,319.31, MLO
1963,7,23207,1963.537,319.74,319.06,319.71,319.06,319.74,319.06, MLO
1963,8,23238,1963.6219,317.77,319.08,317.76,319.11,317.77,319.08, MLO
1963,9,23269,1963.7068,316.21,319.17,316.18,319.15,316.21,319.17, MLO
1963,10,23299,1963.789,315.99,319.03,316.16,319.19,315.99,319.03, MLO
1963,11,23330,1963.874,317.07,318.98,317.35,319.24,317.07,318.98, MLO
1963,12,23360,1963.9562,318.35,319.13,318.52,319.28,318.35,319.13, MLO
1964,1,23391,1964.041,319.57,319.52,319.4,319.33,319.57,319.52, MLO
1964,2,23422,1964.1257,-99.99,-99.99,320.04,319.37,320.04,319.37, MLO
1964,3,23451,1964.2049,-99.99,-99.99,320.76,319.42,320.76,319.42, MLO
1964,4,23482,1964.2896,-99.99,-99.99,321.84,319.46,321.84,319.46, MLO
1964,5,23512,1964.3716,322.25,319.37,322.37,319.5,322.25,319.37, MLO
1964,6,23543,1964.4563,321.9,319.73,321.68,319.53,321.9,319.73, MLO
1964,7,23573,1964.5383,320.44,319.79,320.19,319.56,320.44,319.79, MLO
1964,8,23604,1964.623,318.69,320.04,318.21,319.59,318.69,320.04, MLO
1964,9,23635,1964.7077,316.71,319.68,316.62,319.61,316.71,319.68, MLO
1964,10,23665,1964.7896,316.87,319.92,316.59,319.63,316.87,319.92, MLO
1964,11,23696,1964.8743,317.68,319.59,317.75,319.64,317.68,319.59, MLO
1964,12,23726,1964.9563,318.71,319.49,318.9,319.66,318.71,319.49, MLO
1965,1,23757,1965.0411,319.44,319.38,319.76,319.69,319.44,319.38, MLO
1965,2,23788,1965.126,320.44,319.78,320.4,319.73,320.44,319.78, MLO
1965,3,23816,1965.2027,320.89,319.58,321.1,319.78,320.89,319.58, MLO
1965,4,23847,1965.2877,322.13,319.79,322.21,319.84,322.13,319.79, MLO
1965,5,23877,1965.3699,322.17,319.28,322.8,319.91,322.17,319.28, MLO
1965,6,23908,1965.4548,321.88,319.68,322.18,320.01,321.88,319.68, MLO
1965,7,23938,1965.537,321.21,320.53,320.76,320.11,321.21,320.53, MLO
1965,8,23969,1965.6219,318.87,320.19,318.86,320.22,318.87,320.19, MLO
1965,9,24000,1965.7068,317.82,320.79,317.34,320.33,317.82,320.79, MLO
1965,10,24030,1965.789,317.3,320.37,317.38,320.44,317.3,320.37, MLO
1965,11,24061,1965.874,318.87,320.79,318.65,320.55,318.87,320.79, MLO
1965,12,24091,1965.9562,319.42,320.2,319.9,320.67,319.42,320.2, MLO
1966,1,24122,1966.0411,320.62,320.57,320.86,320.79,320.62,320.57, MLO
1966,2,24153,1966.126,321.6,320.93,321.58,320.91,321.6,320.93, MLO
1966,3,24181,1966.2027,322.39,321.08,322.34,321.01,322.39,321.08, MLO
1966,4,24212,1966.2877,323.7,321.34,323.5,321.12,323.7,321.34, MLO
1966,5,24242,1966.3699,324.08,321.18,324.12,321.22,324.08,321.18, MLO
1966,6,24273,1966.4548,323.75,321.55,323.5,321.32,323.75,321.55, MLO
1966,7,24303,1966.537,322.37,321.69,322.06,321.41,322.37,321.69, MLO
1966,8,24334,1966.6219,320.36,321.69,320.12,321.49,320.36,321.69, MLO
1966,9,24365,1966.7068,318.64,321.62,318.56,321.56,318.64,321.62, MLO
1966,10,24395,1966.789,318.1,321.18,318.56,321.62,318.1,321.18, MLO
1966,11,24426,1966.874,319.78,321.71,319.78,321.69,319.78,321.71, MLO
1966,12,24456,1966.9562,321.02,321.81,320.98,321.75,321.02,321.81, MLO
1967,1,24487,1967.0411,322.33,322.27,321.87,321.8,322.33,322.27, MLO
1967,2,24518,1967.126,322.5,321.83,322.54,321.86,322.5,321.83, MLO
1967,3,24546,1967.2027,323.03,321.72,323.24,321.91,323.03,321.72, MLO
1967,4,24577,1967.2877,324.41,322.05,324.35,321.96,324.41,322.05, MLO
1967,5,24607,1967.3699,325,322.1,324.92,322.02,325,322.1, MLO
1967,6,24638,1967.4548,324.09,321.89,324.27,322.08,324.09,321.89, MLO
1967,7,24668,1967.537,322.54,321.86,322.8,322.14,322.54,321.86, MLO
1967,8,24699,1967.6219,320.92,322.25,320.84,322.21,320.92,322.25, MLO
1967,9,24730,1967.7068,319.25,322.25,319.27,322.28,319.25,322.25, MLO
1967,10,24760,1967.789,319.39,322.48,319.28,322.35,319.39,322.48, MLO
1967,11,24791,1967.874,320.73,322.66,320.51,322.43,320.73,322.66, MLO
1967,12,24821,1967.9562,321.95,322.74,321.73,322.5,321.95,322.74, MLO
1968,1,24852,1968.041,322.57,322.51,322.64,322.58,322.57,322.51, MLO
1968,2,24883,1968.1257,323.15,322.48,323.33,322.66,323.15,322.48, MLO
1968,3,24912,1968.2049,323.89,322.55,324.1,322.74,323.89,322.55, MLO
1968,4,24943,1968.2896,325.02,322.62,325.24,322.83,325.02,322.62, MLO
1968,5,24973,1968.3716,325.57,322.66,325.84,322.93,325.57,322.66, MLO
1968,6,25004,1968.4563,325.36,323.17,325.21,323.04,325.36,323.17, MLO
1968,7,25034,1968.5383,324.14,323.48,323.78,323.14,324.14,323.48, MLO
1968,8,25065,1968.623,322.11,323.47,321.86,323.26,322.11,323.47, MLO
1968,9,25096,1968.7077,320.33,323.34,320.35,323.38,320.33,323.34, MLO
1968,10,25126,1968.7896,320.25,323.34,320.42,323.49,320.25,323.34, MLO
1968,11,25157,1968.8743,321.32,323.26,321.71,323.62,321.32,323.26, MLO
1968,12,25187,1968.9563,322.89,323.68,322.98,323.75,322.89,323.68, MLO
1969,1,25218,1969.0411,324,323.95,323.96,323.89,324,323.95, MLO
1969,2,25249,1969.126,324.42,323.74,324.72,324.03,324.42,323.74, MLO
1969,3,25277,1969.2027,325.63,324.31,325.5,324.16,325.63,324.31, MLO
1969,4,25308,1969.2877,326.66,324.28,326.7,324.31,326.66,324.28, MLO
1969,5,25338,1969.3699,327.38,324.46,327.36,324.44,327.38,324.46, MLO
1969,6,25369,1969.4548,326.71,324.49,326.77,324.57,326.71,324.49, MLO
1969,7,25399,1969.537,325.88,325.19,325.35,324.69,325.88,325.19, MLO
1969,8,25430,1969.6219,323.66,325,323.43,324.81,323.66,325, MLO
1969,9,25461,1969.7068,322.38,325.39,321.88,324.91,322.38,325.39, MLO
1969,10,25491,1969.789,321.78,324.88,321.9,325,321.78,324.88, MLO
1969,11,25522,1969.874,322.85,324.8,323.16,325.08,322.85,324.8, MLO
1969,12,25552,1969.9562,324.11,324.91,324.39,325.16,324.11,324.91, MLO
1970,1,25583,1970.0411,325.06,325,325.32,325.25,325.06,325, MLO
1970,2,25614,1970.126,325.99,325.31,326.01,325.33,325.99,325.31, MLO
1970,3,25642,1970.2027,326.93,325.6,326.74,325.4,326.93,325.6, MLO
1970,4,25673,1970.2877,328.13,325.75,327.88,325.48,328.13,325.75, MLO
1970,5,25703,1970.3699,328.08,325.15,328.48,325.56,328.08,325.15, MLO
1970,6,25734,1970.4548,327.67,325.44,327.84,325.63,327.67,325.44, MLO
1970,7,25764,1970.537,326.34,325.65,326.37,325.71,326.34,325.65, MLO
1970,8,25795,1970.6219,324.68,326.03,324.4,325.78,324.68,326.03, MLO
1970,9,25826,1970.7068,323.1,326.12,322.8,325.84,323.1,326.12, MLO
1970,10,25856,1970.789,323.07,326.18,322.79,325.89,323.07,326.18, MLO
1970,11,25887,1970.874,324.01,325.96,324.01,325.93,324.01,325.96, MLO
1970,12,25917,1970.9562,325.13,325.93,325.19,325.97,325.13,325.93, MLO
1971,1,25948,1971.0411,326.17,326.11,326.08,326.01,326.17,326.11, MLO
1971,2,25979,1971.126,326.68,326.01,326.74,326.05,326.68,326.01, MLO
1971,3,26007,1971.2027,327.18,325.84,327.44,326.09,327.18,325.84, MLO
1971,4,26038,1971.2877,327.78,325.39,328.55,326.14,327.78,325.39, MLO
1971,5,26068,1971.3699,328.93,325.99,329.14,326.2,328.93,325.99, MLO
1971,6,26099,1971.4548,328.57,326.34,328.48,326.27,328.57,326.34, MLO
1971,7,26129,1971.537,327.36,326.67,327,326.34,327.36,326.67, MLO
1971,8,26160,1971.6219,325.43,326.78,325.02,326.41,325.43,326.78, MLO
1971,9,26191,1971.7068,323.36,326.39,323.43,326.48,323.36,326.39, MLO
1971,10,26221,1971.789,323.56,326.69,323.44,326.55,323.56,326.69, MLO
1971,11,26252,1971.874,324.8,326.75,324.69,326.63,324.8,326.75, MLO
1971,12,26282,1971.9562,326.01,326.81,325.92,326.7,326.01,326.81, MLO
1972,1,26313,1972.041,326.77,326.71,326.86,326.79,326.77,326.71, MLO
1972,2,26344,1972.1257,327.63,326.96,327.57,326.88,327.63,326.96, MLO
1972,3,26373,1972.2049,327.75,326.39,328.36,326.98,327.75,326.39, MLO
1972,4,26404,1972.2896,329.72,327.3,329.55,327.1,329.72,327.3, MLO
1972,5,26434,1972.3716,330.07,327.12,330.18,327.24,330.07,327.12, MLO
1972,6,26465,1972.4563,329.09,326.87,329.58,327.39,329.09,326.87, MLO
1972,7,26495,1972.5383,328.04,327.37,328.19,327.55,328.04,327.37, MLO
1972,8,26526,1972.623,326.32,327.7,326.31,327.73,326.32,327.7, MLO
1972,9,26557,1972.7077,324.84,327.89,324.86,327.92,324.84,327.89, MLO
1972,10,26587,1972.7896,325.2,328.33,325,328.11,325.2,328.33, MLO
1972,11,26618,1972.8743,326.5,328.46,326.38,328.32,326.5,328.46, MLO
1972,12,26648,1972.9563,327.55,328.35,327.73,328.51,327.55,328.35, MLO
1973,1,26679,1973.0411,328.55,328.49,328.79,328.72,328.55,328.49, MLO
1973,2,26710,1973.126,329.57,328.89,329.62,328.93,329.57,328.89, MLO
1973,3,26738,1973.2027,330.3,328.96,330.47,329.11,330.3,328.96, MLO
1973,4,26769,1973.2877,331.5,329.09,331.73,329.3,331.5,329.09, MLO
1973,5,26799,1973.3699,332.48,329.53,332.43,329.48,332.48,329.53, MLO
1973,6,26830,1973.4548,332.08,329.83,331.87,329.64,332.08,329.83, MLO
1973,7,26860,1973.537,330.87,330.17,330.44,329.77,330.87,330.17, MLO
1973,8,26891,1973.6219,329.31,330.67,328.49,329.88,329.31,330.67, MLO
1973,9,26922,1973.7068,327.52,330.57,326.9,329.96,327.52,330.57, MLO
1973,10,26952,1973.789,327.19,330.33,326.89,330.02,327.19,330.33, MLO
1973,11,26983,1973.874,328.17,330.13,328.11,330.05,328.17,330.13, MLO
1973,12,27013,1973.9562,328.65,329.45,329.29,330.08,328.65,329.45, MLO
1974,1,27044,1974.0411,329.36,329.3,330.17,330.1,329.36,329.3, MLO
1974,2,27075,1974.126,330.71,330.03,330.82,330.13,330.71,330.03, MLO
1974,3,27103,1974.2027,331.49,330.14,331.52,330.16,331.49,330.14, MLO
1974,4,27134,1974.2877,332.65,330.24,332.62,330.19,332.65,330.24, MLO
1974,5,27164,1974.3699,333.1,330.13,333.2,330.23,333.1,330.13, MLO
1974,6,27195,1974.4548,332.26,330.01,332.51,330.28,332.26,330.01, MLO
1974,7,27225,1974.537,331.18,330.48,331,330.33,331.18,330.48, MLO
1974,8,27256,1974.6219,329.4,330.76,328.98,330.38,329.4,330.76, MLO
1974,9,27287,1974.7068,327.44,330.5,327.35,330.43,327.44,330.5, MLO
1974,10,27317,1974.789,327.38,330.53,327.34,330.48,327.38,330.53, MLO
1974,11,27348,1974.874,328.46,330.44,328.58,330.54,328.46,330.44, MLO
1974,12,27378,1974.9562,329.58,330.38,329.81,330.6,329.58,330.38, MLO
1975,1,27409,1975.0411,330.41,330.35,330.74,330.67,330.41,330.35, MLO
1975,2,27440,1975.126,331.41,330.73,331.44,330.75,331.41,330.73, MLO
1975,3,27468,1975.2027,332.05,330.7,332.19,330.83,332.05,330.7, MLO
1975,4,27499,1975.2877,333.32,330.89,333.36,330.92,333.32,330.89, MLO
1975,5,27529,1975.3699,333.98,331.01,333.99,331.02,333.98,331.01, MLO
1975,6,27560,1975.4548,333.62,331.36,333.36,331.12,333.62,331.36, MLO
1975,7,27590,1975.537,331.91,331.21,331.89,331.21,331.91,331.21, MLO
1975,8,27621,1975.6219,330.06,331.43,329.91,331.31,330.06,331.43, MLO
1975,9,27652,1975.7068,328.56,331.63,328.32,331.4,328.56,331.63, MLO
1975,10,27682,1975.789,328.35,331.51,328.34,331.48,328.35,331.51, MLO
1975,11,27713,1975.874,329.5,331.48,329.61,331.57,329.5,331.48, MLO
1975,12,27743,1975.9562,330.77,331.58,330.86,331.65,330.77,331.58, MLO
1976,1,27774,1976.041,331.76,331.7,331.8,331.73,331.76,331.7, MLO
1976,2,27805,1976.1257,332.58,331.89,332.5,331.81,332.58,331.89, MLO
1976,3,27834,1976.2049,333.5,332.13,333.28,331.89,333.5,332.13, MLO
1976,4,27865,1976.2896,334.59,332.14,334.43,331.96,334.59,332.14, MLO
1976,5,27895,1976.3716,334.89,331.91,335.02,332.04,334.89,331.91, MLO
1976,6,27926,1976.4563,334.34,332.1,334.35,332.13,334.34,332.1, MLO
1976,7,27956,1976.5383,333.06,332.39,332.86,332.21,333.06,332.39, MLO
1976,8,27987,1976.623,330.95,332.35,330.88,332.31,330.95,332.35, MLO
1976,9,28018,1976.7077,329.31,332.4,329.31,332.41,329.31,332.4, MLO
1976,10,28048,1976.7896,328.95,332.11,329.37,332.52,328.95,332.11, MLO
1976,11,28079,1976.8743,330.32,332.3,330.69,332.65,330.32,332.3, MLO
1976,12,28109,1976.9563,331.69,332.5,332,332.79,331.69,332.5, MLO
1977,1,28140,1977.0411,332.94,332.88,333.02,332.95,332.94,332.88, MLO
1977,2,28171,1977.126,333.43,332.74,333.82,333.12,333.43,332.74, MLO
1977,3,28199,1977.2027,334.71,333.36,334.66,333.29,334.71,333.36, MLO
1977,4,28230,1977.2877,336.08,333.64,335.92,333.47,336.08,333.64, MLO
1977,5,28260,1977.3699,336.76,333.77,336.64,333.65,336.76,333.77, MLO
1977,6,28291,1977.4548,336.28,334,336.08,333.83,336.28,334, MLO
1977,7,28321,1977.537,334.93,334.22,334.68,334,334.93,334.22, MLO
1977,8,28352,1977.6219,332.76,334.14,332.76,334.17,332.76,334.14, MLO
1977,9,28383,1977.7068,331.6,334.69,331.23,334.32,331.6,334.69, MLO
1977,10,28413,1977.789,331.17,334.35,331.3,334.47,331.17,334.35, MLO
1977,11,28444,1977.874,332.41,334.4,332.64,334.61,332.41,334.4, MLO
1977,12,28474,1977.9562,333.86,334.67,333.95,334.75,333.86,334.67, MLO
1978,1,28505,1978.0411,334.98,334.92,334.96,334.89,334.98,334.92, MLO
1978,2,28536,1978.126,335.4,334.71,335.72,335.02,335.4,334.71, MLO
1978,3,28564,1978.2027,336.65,335.29,336.52,335.14,336.65,335.29, MLO
1978,4,28595,1978.2877,337.76,335.32,337.73,335.27,337.76,335.32, MLO
1978,5,28625,1978.3699,338.02,335.02,338.38,335.39,338.02,335.02, MLO
1978,6,28656,1978.4548,337.91,335.63,337.76,335.5,337.91,335.63, MLO
1978,7,28686,1978.537,336.55,335.84,336.29,335.61,336.55,335.84, MLO
1978,8,28717,1978.6219,334.69,336.07,334.3,335.71,334.69,336.07, MLO
1978,9,28748,1978.7068,332.77,335.86,332.7,335.81,332.77,335.86, MLO
1978,10,28778,1978.789,332.56,335.74,332.73,335.91,332.56,335.74, MLO
1978,11,28809,1978.874,333.93,335.93,334.03,336,333.93,335.93, MLO
1978,12,28839,1978.9562,334.96,335.77,335.3,336.1,334.96,335.77, MLO
1979,1,28870,1979.0411,336.24,336.18,336.28,336.21,336.24,336.18, MLO
1979,2,28901,1979.126,336.77,336.08,337.02,336.32,336.77,336.08, MLO
1979,3,28929,1979.2027,337.97,336.61,337.81,336.43,337.97,336.61, MLO
1979,4,28960,1979.2877,338.89,336.44,339.02,336.56,338.89,336.44, MLO
1979,5,28990,1979.3699,339.48,336.48,339.69,336.68,339.48,336.48, MLO
1979,6,29021,1979.4548,339.3,337.01,339.09,336.82,339.3,337.01, MLO
1979,7,29051,1979.537,337.74,337.03,337.63,336.95,337.74,337.03, MLO
1979,8,29082,1979.6219,336.1,337.48,335.68,337.1,336.1,337.48, MLO
1979,9,29113,1979.7068,333.93,337.03,334.12,337.24,333.93,337.03, MLO
1979,10,29143,1979.789,333.87,337.07,334.2,337.39,333.87,337.07, MLO
1979,11,29174,1979.874,335.3,337.31,335.56,337.54,335.3,337.31, MLO
1979,12,29204,1979.9562,336.74,337.56,336.9,337.7,336.74,337.56, MLO
1980,1,29235,1980.041,338.03,337.97,337.94,337.87,338.03,337.97, MLO
